CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,GeoID,PrescriptionIndex
Guam,,2020-08-03,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Guam__,5
Guyana,,2020-08-03,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Guyana__,5
Hong Kong,,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Hong Kong__,5
Honduras,,2020-08-03,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Honduras__,5
Croatia,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Croatia__,5
Haiti,,2020-08-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti__,5
Hungary,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Hungary__,5
Indonesia,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Indonesia__,5
India,,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India__,5
Ireland,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Ireland__,5
Iran,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Iran__,5
Iraq,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq__,5
Iceland,,2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Iceland__,5
Israel,,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Israel__,5
Italy,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Italy__,5
Jamaica,,2020-08-03,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Jamaica__,5
Jordan,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,Jordan__,5
Japan,,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Japan__,5
Kazakhstan,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Kazakhstan__,5
Kenya,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Kenya__,5
Kyrgyz Republic,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Kyrgyz Republic__,5
Cambodia,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,Cambodia__,5
South Korea,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,South Korea__,5
Kuwait,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kuwait__,5
Laos,,2020-08-03,0.0,0.0,2.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,Laos__,5
Lebanon,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,Lebanon__,5
Liberia,,2020-08-03,3.0,0.0,2.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,Liberia__,5
Libya,,2020-08-03,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Libya__,5
Sri Lanka,,2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Sri Lanka__,5
Lesotho,,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Lesotho__,5
Lithuania,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,Lithuania__,5
Luxembourg,,2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Luxembourg__,5
Latvia,,2020-08-03,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Latvia__,5
Macao,,2020-08-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,Macao__,5
Morocco,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Morocco__,5
Moldova,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Moldova__,5
Madagascar,,2020-08-03,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madagascar__,5
Mexico,,2020-08-03,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico__,5
Mali,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Mali__,5
Myanmar,,2020-08-03,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar__,5
Mongolia,,2020-08-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,Mongolia__,5
Mozambique,,2020-08-03,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Mozambique__,5
Mauritania,,2020-08-03,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Mauritania__,5
Montserrat,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Montserrat__,5
Mauritius,,2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,Mauritius__,5
Malawi,,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Malawi__,5
Malaysia,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Malaysia__,5
Namibia,,2020-08-03,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Namibia__,5
Niger,,2020-08-03,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,Niger__,5
Nigeria,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Nigeria__,5
Nicaragua,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,Nicaragua__,5
Netherlands,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Netherlands__,5
Norway,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Norway__,5
Nepal,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Nepal__,5
New Zealand,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,New Zealand__,5
Oman,,2020-08-03,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Oman__,5
Pakistan,,2020-08-03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Pakistan__,5
Panama,,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Panama__,5
Pitcairn Islands,,2020-08-03,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,Pitcairn Islands__,5
Peru,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peru__,5
Philippines,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Philippines__,5
Papua New Guinea,,2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Papua New Guinea__,5
Poland,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Poland__,5
Puerto Rico,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Puerto Rico__,5
Portugal,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal__,5
Paraguay,,2020-08-03,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Paraguay__,5
Palestine,,2020-08-03,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Palestine__,5
Qatar,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Qatar__,5
Kosovo,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Kosovo__,5
Romania,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Romania__,5
Russia,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Russia__,5
Rwanda,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Rwanda__,5
Saudi Arabia,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Saudi Arabia__,5
Sudan,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Sudan__,5
Senegal,,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,Senegal__,5
Singapore,,2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Singapore__,5
Solomon Islands,,2020-08-03,0.0,0.0,2.0,4.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,Solomon Islands__,5
Sierra Leone,,2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Sierra Leone__,5
El Salvador,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,El Salvador__,5
San Marino,,2020-08-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,San Marino__,5
Somalia,,2020-08-03,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Somalia__,5
Serbia,,2020-08-03,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia__,5
South Sudan,,2020-08-03,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,South Sudan__,5
Suriname,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Suriname__,5
Slovak Republic,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Slovak Republic__,5
Slovenia,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,Slovenia__,5
Sweden,,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Sweden__,5
Eswatini,,2020-08-03,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Eswatini__,5
Seychelles,,2020-08-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,Seychelles__,5
Syria,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Syria__,5
Turks and Caicos Islands,,2020-08-03,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Turks and Caicos Islands__,5
Chad,,2020-08-03,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Chad__,5
Togo,,2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Togo__,5
Thailand,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Thailand__,5
Tajikistan,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Tajikistan__,5
Turkmenistan,,2020-08-03,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,Turkmenistan__,5
Timor-Leste,,2020-08-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,Timor-Leste__,5
Trinidad and Tobago,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Trinidad and Tobago__,5
Tunisia,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,Tunisia__,5
Turkey,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey__,5
Taiwan,,2020-08-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,Taiwan__,5
Tanzania,,2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,Tanzania__,5
Uganda,,2020-08-03,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Uganda__,5
Ukraine,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,Ukraine__,5
Uruguay,,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Uruguay__,5
United States,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__,5
United States,Alaska,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Alaska,5
United States,Alabama,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Alabama,5
United States,Arkansas,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Arkansas,5
United States,Arizona,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Arizona,5
United States,California,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__California,5
United States,Colorado,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Colorado,5
United States,Connecticut,2020-08-03,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,United States__Connecticut,5
United States,Washington DC,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Washington DC,5
United States,Delaware,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Delaware,5
United States,Florida,2020-08-03,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Florida,5
United States,Georgia,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Georgia,5
United States,Hawaii,2020-08-03,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Hawaii,5
United States,Iowa,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Iowa,5
United States,Idaho,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Idaho,5
United States,Illinois,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Illinois,5
United States,Indiana,2020-08-03,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Indiana,5
United States,Kansas,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Kansas,5
United States,Kentucky,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Kentucky,5
United States,Louisiana,2020-08-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Louisiana,5
United States,Massachusetts,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Massachusetts,5
United States,Maryland,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Maryland,5
United States,Maine,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,United States__Maine,5
United States,Michigan,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Michigan,5
United States,Minnesota,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Minnesota,5
United States,Missouri,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Missouri,5
United States,Mississippi,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Mississippi,5
United States,Montana,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Montana,5
United States,North Carolina,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__North Carolina,5
United States,North Dakota,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,United States__North Dakota,5
United States,Nebraska,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Nebraska,5
United States,New Hampshire,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,United States__New Hampshire,5
United States,New Jersey,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__New Jersey,5
United States,New Mexico,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__New Mexico,5
United States,Nevada,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Nevada,5
United States,New York,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__New York,5
United States,Ohio,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Ohio,5
United States,Oklahoma,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Oklahoma,5
United States,Oregon,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Oregon,5
United States,Pennsylvania,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Pennsylvania,5
United States,Rhode Island,2020-08-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,United States__Rhode Island,5
United States,South Carolina,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__South Carolina,5
United States,South Dakota,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__South Dakota,5
United States,Tennessee,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Tennessee,5
United States,Texas,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Texas,5
United States,Utah,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Utah,5
United States,Virginia,2020-08-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States__Virginia,5
United States,Virgin Islands,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,United States__Virgin Islands,5
United States,Vermont,2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,United States__Vermont,5
United States,Washington,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Washington,5
United States,Wisconsin,2020-08-03,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Wisconsin,5
United States,West Virginia,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,United States__West Virginia,5
United States,Wyoming,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Wyoming,5
Uzbekistan,,2020-08-03,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Uzbekistan__,5
Venezuela,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Venezuela__,5
British Virgin Islands,,2020-08-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,British Virgin Islands__,5
United States Virgin Islands,,2020-08-03,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,4.0,United States Virgin Islands__,5
Vietnam,,2020-08-03,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Vietnam__,5
Vanuatu,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Vanuatu__,5
Yemen,,2020-08-03,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Yemen__,5
South Africa,,2020-08-03,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,South Africa__,5
Zambia,,2020-08-03,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,Zambia__,5
Zimbabwe,,2020-08-03,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe__,5
Aruba,,2020-08-04,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,3.0,0.0,4.0,Aruba__,5
Afghanistan,,2020-08-04,3.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan__,5
Angola,,2020-08-04,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Angola__,5
Anguilla,,2020-08-04,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,Anguilla__,5
Albania,,2020-08-04,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Albania__,5
Andorra,,2020-08-04,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Andorra__,5
United Arab Emirates,,2020-08-04,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,United Arab Emirates__,5
Argentina,,2020-08-04,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Argentina__,5
Australia,,2020-08-04,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Australia__,5
Austria,,2020-08-04,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Austria__,5
Azerbaijan,,2020-08-04,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Azerbaijan__,5
Burundi,,2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,Burundi__,5
Belgium,,2020-08-04,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Belgium__,5
Benin,,2020-08-04,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Benin__,5
Burkina Faso,,2020-08-04,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,Burkina Faso__,5
Bangladesh,,2020-08-04,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh__,5
Bulgaria,,2020-08-04,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Bulgaria__,5
Bahrain,,2020-08-04,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Bahrain__,5
Bosnia and Herzegovina,,2020-08-04,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Bosnia and Herzegovina__,5
Belarus,,2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,Belarus__,5
Belize,,2020-08-04,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Belize__,5
Bermuda,,2020-08-04,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Bermuda__,5
Bolivia,,2020-08-04,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Bolivia__,5
Brazil,,2020-08-04,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Brazil__,5
Barbados,,2020-08-04,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,Barbados__,5
